sale_date,car_model,sales_amount,dealer,color,engine_capacity,model_year,horsepower,type
2023-06-10,Toyota Corolla,43757,Dealer B,Silver,2.5L,2025,366,Sports
2022-05-23,Audi A6,23724,Dealer B,Silver,2.0L,2021,346,Intermediate Sedan
2023-03-18,Ford Focus,26109,Dealer B,Red,3.0L,2024,311,Intermediate Sedan
2020-10-22,Toyota Camry,32363,Dealer B,White,2.5L,2024,267,Premium
2023-01-02,Audi A6,42908,Dealer B,Blue,3.0L,2021,259,Premium
2020-05-12,Toyota Camry,49221,Dealer B,Green,3.5L,2020,261,Standard Sedan
2021-05-08,BMW 3 Series,51935,Dealer B,Green,2.5L,2025,283,Sports
2021-06-05,Audi A4,23430,Dealer B,Red,2.5L,2020,333,Intermediate Sedan
2022-07-12,Chevrolet Malibu,43622,Dealer B,Blue,3.5L,2020,215,SUV
2022-11-09,Chevrolet Malibu,35145,Dealer B,Gray,3.0L,2024,161,Sports
2023-08-21,Chevrolet Impala,41843,Dealer B,White,3.0L,2025,182,SUV
2023-01-25,Ford Mustang,16011,Dealer B,Red,3.0L,2022,275,Intermediate Sedan
2020-09-30,Audi A6,58891,Dealer B,Red,2.5L,2024,375,SUV
2022-12-02,Audi A4,50687,Dealer B,Black,3.0L,2024,310,Intermediate Sedan
2024-05-18,Toyota Corolla,21439,Dealer B,White,2.5L,2023,315,Premium
2023-12-15,Toyota Camry,44780,Dealer B,White,3.5L,2020,200,Sports
2021-09-27,Honda Civic,23405,Dealer B,Red,2.5L,2021,397,Standard Sedan
2023-11-19,Audi A4,31763,Dealer B,Gray,3.5L,2025,199,Intermediate Sedan
2025-02-20,Chevrolet Impala,28884,Dealer B,White,2.5L,2023,296,Premium
2020-10-29,Ford Mustang,17314,Dealer B,Red,3.0L,2024,343,Standard Sedan
2024-01-16,Honda Accord,53008,Dealer B,White,2.0L,2022,272,SUV
2020-11-25,Honda Accord,36860,Dealer B,Red,2.5L,2024,312,Sports
2024-01-16,Ford Focus,47318,Dealer B,Black,3.5L,2024,332,SUV
2021-11-11,Honda Accord,35054,Dealer B,Gray,2.0L,2024,271,Premium
2024-09-05,Chevrolet Malibu,49962,Dealer B,Gray,3.0L,2023,263,Intermediate Sedan
2022-02-13,Ford Mustang,32932,Dealer B,Black,3.5L,2025,331,SUV
2023-07-04,Audi A4,32453,Dealer B,Blue,2.0L,2020,362,Sports
2020-07-13,Honda Accord,43066,Dealer B,Blue,2.5L,2024,275,Premium
2021-11-12,BMW 3 Series,22125,Dealer B,Blue,3.5L,2021,196,SUV
2021-01-24,Chevrolet Impala,31096,Dealer B,Blue,3.5L,2024,151,SUV
2022-01-12,Audi A6,18209,Dealer B,White,3.0L,2020,337,Sports
2021-03-10,Audi A4,54826,Dealer B,Green,3.0L,2021,154,Premium
2020-10-31,Ford Focus,28328,Dealer B,Black,2.5L,2021,366,Intermediate Sedan
2021-10-05,Chevrolet Malibu,23642,Dealer B,Red,2.5L,2021,295,Premium
2020-02-01,Toyota Corolla,15516,Dealer B,Green,3.5L,2025,259,SUV
2022-10-12,Toyota Corolla,52926,Dealer B,Blue,2.5L,2021,219,Standard Sedan
2024-10-06,Audi A6,56931,Dealer B,Black,2.5L,2020,179,Sports
2020-02-04,Audi A6,17462,Dealer B,Gray,2.0L,2022,196,SUV
2022-07-22,BMW 3 Series,42542,Dealer B,Blue,3.0L,2020,248,SUV
2024-03-07,Honda Accord,16698,Dealer B,Silver,3.0L,2023,222,Premium
2022-10-18,Honda Accord,32300,Dealer B,Silver,3.0L,2021,204,SUV
2023-01-13,BMW 5 Series,31893,Dealer B,Gray,3.5L,2025,362,Sports
2020-02-17,Chevrolet Malibu,32463,Dealer B,Green,3.0L,2020,276,Premium
2021-10-21,Audi A6,16978,Dealer B,White,2.0L,2025,163,Standard Sedan
2025-03-01,Toyota Camry,18059,Dealer B,Gray,2.0L,2024,229,Sports
2023-08-04,Toyota Corolla,32843,Dealer B,Blue,2.5L,2021,380,Standard Sedan
2020-09-05,Chevrolet Impala,41396,Dealer B,Silver,2.0L,2021,369,Premium
2023-06-18,Chevrolet Malibu,18681,Dealer B,Black,3.5L,2020,362,Sports
2025-03-08,BMW 3 Series,57802,Dealer B,Gray,3.5L,2022,319,Sports
2025-02-17,Toyota Corolla,41003,Dealer B,White,2.5L,2020,242,SUV
2023-12-27,Chevrolet Impala,58304,Dealer B,Gray,3.5L,2022,324,SUV
2023-01-27,Chevrolet Malibu,19240,Dealer B,Black,3.5L,2024,285,Intermediate Sedan
2023-10-06,Honda Civic,47599,Dealer B,Green,2.5L,2024,171,SUV
2023-01-24,Ford Focus,51987,Dealer B,Red,2.5L,2023,263,Premium
2020-10-27,Ford Mustang,55881,Dealer B,Red,3.5L,2021,380,SUV
2021-01-13,Honda Accord,16615,Dealer B,White,3.5L,2024,368,Premium
2021-10-18,Ford Mustang,54037,Dealer B,Silver,3.0L,2024,377,Premium
2022-10-07,Chevrolet Malibu,52371,Dealer B,White,3.5L,2021,342,Premium
2022-07-03,Audi A4,16274,Dealer B,Gray,2.5L,2025,182,Premium
2024-11-30,Chevrolet Malibu,34925,Dealer B,Green,3.0L,2024,340,Standard Sedan
2025-02-07,Ford Mustang,39659,Dealer B,White,2.0L,2023,208,Standard Sedan
2025-03-25,Chevrolet Impala,36970,Dealer B,Blue,2.5L,2025,252,Intermediate Sedan
2021-10-08,Ford Focus,32384,Dealer B,Blue,2.0L,2024,226,Sports
2024-11-02,Audi A4,16320,Dealer B,Black,2.5L,2022,221,Sports
2020-04-05,BMW 5 Series,17044,Dealer B,Silver,3.5L,2023,321,Sports
2024-12-21,Audi A4,32343,Dealer B,Blue,2.5L,2020,234,Intermediate Sedan
2023-03-29,Chevrolet Impala,21171,Dealer B,Blue,3.0L,2020,319,Sports
2022-04-23,Toyota Camry,34191,Dealer B,Green,2.0L,2025,159,SUV
2024-08-10,Honda Accord,59806,Dealer B,Green,3.0L,2023,160,Sports
2022-09-04,Toyota Corolla,54515,Dealer B,Silver,2.5L,2024,287,SUV
2022-09-15,Honda Accord,21135,Dealer B,White,3.0L,2023,266,Standard Sedan
2020-12-05,Honda Civic,58228,Dealer B,Blue,2.0L,2022,324,Premium
2021-12-29,Ford Mustang,35948,Dealer B,Red,3.0L,2020,253,Sports
2022-06-14,BMW 5 Series,18647,Dealer B,White,2.5L,2023,311,Standard Sedan
2021-04-04,Toyota Camry,46232,Dealer B,Blue,3.0L,2022,240,Standard Sedan
2023-05-24,Honda Civic,33026,Dealer B,Gray,3.5L,2024,358,Premium
2022-11-19,BMW 5 Series,56914,Dealer B,Blue,3.5L,2024,258,SUV
2023-10-04,Toyota Camry,15821,Dealer B,Gray,2.0L,2021,256,Sports
2024-06-30,Honda Civic,25858,Dealer B,Gray,3.0L,2024,365,Intermediate Sedan
2021-02-26,Chevrolet Malibu,36428,Dealer B,White,3.5L,2023,200,Intermediate Sedan
2021-05-04,Toyota Corolla,51494,Dealer B,Blue,2.5L,2020,376,Sports
2021-12-11,Toyota Camry,50319,Dealer B,Green,3.0L,2023,387,Intermediate Sedan
2021-09-20,Toyota Camry,42389,Dealer B,Gray,2.0L,2022,285,Intermediate Sedan
2020-03-28,Chevrolet Impala,38350,Dealer B,Silver,3.0L,2024,217,Sports
2022-06-18,BMW 3 Series,34471,Dealer B,Blue,2.0L,2022,221,SUV
2025-02-03,Honda Accord,28289,Dealer B,Red,3.0L,2025,259,Standard Sedan
2021-04-28,Audi A6,48395,Dealer B,Blue,2.0L,2023,216,SUV
2020-10-16,BMW 3 Series,31923,Dealer B,Black,3.5L,2023,283,SUV
2020-11-15,Chevrolet Malibu,19499,Dealer B,Black,3.5L,2023,317,Sports
2020-09-09,Audi A4,26085,Dealer B,Black,2.0L,2024,298,Premium
2022-07-11,Honda Civic,26601,Dealer B,Red,2.0L,2021,386,Intermediate Sedan
2020-04-08,BMW 5 Series,31699,Dealer B,Silver,2.0L,2024,212,Premium
2023-08-31,Chevrolet Impala,55396,Dealer B,Gray,2.0L,2020,254,Intermediate Sedan
2025-02-05,Honda Civic,20528,Dealer B,Green,2.0L,2024,368,Sports
2021-03-31,BMW 3 Series,36897,Dealer B,Black,2.0L,2023,353,Intermediate Sedan
2022-01-11,Honda Accord,40878,Dealer B,Green,2.0L,2023,237,Intermediate Sedan
2021-08-17,BMW 5 Series,43990,Dealer B,Black,2.0L,2023,241,Standard Sedan
2020-09-14,Honda Civic,59225,Dealer B,Black,2.0L,2023,390,Intermediate Sedan
2023-03-20,Honda Civic,39060,Dealer B,Red,3.5L,2021,298,Premium
2021-08-08,Honda Accord,53775,Dealer B,White,2.0L,2024,354,Sports
2022-06-21,Audi A4,41367,Dealer B,Silver,2.0L,2025,351,Premium
2023-03-23,Toyota Camry,53961,Dealer B,Black,3.0L,2023,321,Sports
2022-08-12,Toyota Corolla,49583,Dealer B,Silver,3.5L,2021,362,Intermediate Sedan
2023-01-05,Ford Focus,59297,Dealer B,Blue,3.0L,2025,157,Intermediate Sedan
2024-10-31,Chevrolet Malibu,28352,Dealer B,Blue,3.0L,2025,239,Intermediate Sedan
2023-05-07,Ford Mustang,44657,Dealer B,Black,2.0L,2025,329,Premium
2020-06-28,BMW 3 Series,21443,Dealer B,Green,3.0L,2025,304,Sports
2024-03-08,Ford Mustang,36283,Dealer B,Gray,3.0L,2024,201,SUV
2020-07-23,Honda Accord,57597,Dealer B,Gray,2.5L,2021,249,SUV
2021-02-17,BMW 5 Series,41178,Dealer B,Blue,2.5L,2023,386,Premium
2022-06-28,Toyota Corolla,35295,Dealer B,Silver,2.0L,2023,198,SUV
2022-02-02,BMW 5 Series,48040,Dealer B,Green,2.0L,2020,176,Intermediate Sedan
2022-08-04,Honda Accord,20794,Dealer B,Gray,3.5L,2025,162,Intermediate Sedan
2021-03-21,Toyota Camry,57472,Dealer B,White,3.5L,2021,166,SUV
2020-03-14,Toyota Corolla,35892,Dealer B,Black,2.5L,2023,278,Standard Sedan
2022-02-14,Honda Civic,58055,Dealer B,Gray,3.0L,2024,278,Standard Sedan
2022-08-05,Chevrolet Impala,56149,Dealer B,Silver,3.0L,2023,222,Standard Sedan
2024-05-02,Honda Accord,32739,Dealer B,Green,2.5L,2020,292,Sports
2025-01-31,BMW 3 Series,57396,Dealer B,Red,3.5L,2020,328,Sports
2020-07-06,Audi A6,33619,Dealer B,Black,3.5L,2020,218,Intermediate Sedan
2023-07-27,Ford Mustang,57986,Dealer B,Silver,3.5L,2021,342,Intermediate Sedan
2020-11-09,Chevrolet Impala,54162,Dealer B,Silver,2.0L,2025,249,SUV
2020-10-16,BMW 5 Series,40487,Dealer B,Red,2.5L,2025,174,Premium
2024-03-28,Chevrolet Impala,55699,Dealer B,Blue,3.5L,2020,238,Standard Sedan
2021-12-25,Honda Accord,57552,Dealer B,Green,2.0L,2024,293,Sports
2021-07-08,Chevrolet Malibu,48429,Dealer B,Green,3.5L,2022,212,Intermediate Sedan
2023-04-26,Chevrolet Malibu,47541,Dealer B,Red,3.0L,2021,235,Intermediate Sedan
2021-11-22,Toyota Camry,19569,Dealer B,Gray,2.0L,2023,211,Premium
2023-11-09,Toyota Camry,37892,Dealer B,Blue,3.5L,2024,318,Intermediate Sedan
2020-11-13,BMW 5 Series,19029,Dealer B,Silver,2.0L,2023,322,Sports
2021-01-14,Honda Civic,40969,Dealer B,Green,2.5L,2024,261,Sports
2021-12-21,Chevrolet Malibu,21863,Dealer B,Red,3.5L,2022,317,Intermediate Sedan
2020-02-02,Audi A6,36888,Dealer B,Black,2.5L,2020,184,Intermediate Sedan
2022-10-30,Ford Focus,48093,Dealer B,Black,3.5L,2022,151,Premium
2022-07-28,Ford Focus,47105,Dealer B,White,2.5L,2023,350,Intermediate Sedan
2020-06-03,Ford Mustang,38481,Dealer B,Black,3.0L,2025,282,Premium
2023-02-22,Chevrolet Impala,55690,Dealer B,White,3.0L,2024,245,Premium
2025-01-10,Honda Civic,50224,Dealer B,Black,3.5L,2025,198,Sports
2021-11-08,Chevrolet Impala,44573,Dealer B,Silver,3.5L,2025,243,SUV
2023-09-19,BMW 5 Series,36095,Dealer B,White,2.0L,2020,306,Standard Sedan
2021-09-11,Ford Focus,58933,Dealer B,Silver,2.5L,2025,209,SUV
2021-10-17,Chevrolet Malibu,41450,Dealer B,Black,2.5L,2021,317,SUV
2022-02-07,Toyota Corolla,43079,Dealer B,Silver,2.0L,2023,175,Premium
2021-09-08,Toyota Corolla,20058,Dealer B,Blue,3.5L,2021,397,Premium
2021-01-11,Toyota Corolla,29274,Dealer B,Silver,3.0L,2025,240,Standard Sedan
2021-02-20,Audi A6,28641,Dealer B,Silver,3.5L,2021,312,Premium
2021-02-22,Toyota Corolla,40113,Dealer B,Gray,2.5L,2022,179,Standard Sedan
2022-05-03,BMW 3 Series,45201,Dealer B,Green,2.0L,2024,266,Sports
2021-07-10,Chevrolet Impala,18483,Dealer B,Gray,2.0L,2020,217,Intermediate Sedan
2021-06-16,BMW 5 Series,48790,Dealer B,Blue,3.0L,2020,382,Sports
2022-12-17,BMW 5 Series,29733,Dealer B,Silver,2.0L,2021,344,Intermediate Sedan
2022-08-27,Honda Accord,43274,Dealer B,Black,3.0L,2024,291,Standard Sedan
2021-04-24,Honda Civic,46605,Dealer B,White,3.5L,2021,263,SUV
2021-04-19,Honda Accord,26237,Dealer B,Green,3.0L,2023,313,Standard Sedan
2023-08-19,Toyota Camry,53837,Dealer B,Blue,2.0L,2025,398,Premium
2023-04-02,Audi A4,58515,Dealer B,Black,2.5L,2023,361,Premium
2023-12-23,Ford Focus,44536,Dealer B,Black,2.5L,2025,316,Standard Sedan
2025-03-29,Honda Accord,52971,Dealer B,Blue,2.0L,2024,298,Intermediate Sedan
2023-03-25,Chevrolet Malibu,56234,Dealer B,White,2.5L,2025,213,Premium
2020-04-21,Chevrolet Impala,38203,Dealer B,Blue,3.0L,2022,217,Standard Sedan
2021-07-09,Honda Civic,30359,Dealer B,Red,2.0L,2025,225,Sports
2020-09-24,BMW 5 Series,17146,Dealer B,Green,3.5L,2022,359,Premium
2020-06-14,BMW 3 Series,38973,Dealer B,White,2.0L,2020,244,SUV
2021-07-05,Audi A4,26093,Dealer B,White,3.0L,2024,219,SUV
2022-08-25,Honda Civic,49575,Dealer B,Blue,3.5L,2023,232,Sports
2023-12-19,Audi A6,30670,Dealer B,Blue,3.0L,2023,169,Intermediate Sedan
2021-05-08,Honda Civic,20188,Dealer B,Silver,3.0L,2025,151,Sports
2021-05-13,Toyota Corolla,57388,Dealer B,Blue,3.0L,2023,160,SUV
2020-10-15,Audi A6,54988,Dealer B,Silver,2.0L,2024,254,Premium
2020-08-25,BMW 5 Series,54478,Dealer B,Silver,3.5L,2022,267,Standard Sedan
2020-08-20,Toyota Camry,39621,Dealer B,Gray,3.0L,2022,340,SUV
2020-08-16,Honda Accord,42062,Dealer B,Blue,2.5L,2020,225,Intermediate Sedan
2024-08-19,Audi A6,17128,Dealer B,Black,2.0L,2022,373,Premium
2022-09-27,Chevrolet Malibu,19473,Dealer B,Blue,3.0L,2022,210,Premium
2021-11-14,Ford Focus,37367,Dealer B,White,3.5L,2024,369,Premium
2020-01-14,Toyota Camry,59502,Dealer B,Green,3.0L,2025,278,Standard Sedan
2020-11-16,Toyota Camry,49227,Dealer B,Red,2.0L,2022,191,Premium
2024-02-19,Toyota Camry,45993,Dealer B,Blue,2.0L,2023,171,Premium
2021-09-27,Audi A6,59848,Dealer B,Black,3.0L,2020,250,Standard Sedan
2024-06-17,BMW 5 Series,33923,Dealer B,Red,3.0L,2025,333,Sports
2024-01-30,Toyota Camry,44149,Dealer B,Silver,2.5L,2022,358,Intermediate Sedan
2022-12-25,Audi A4,44985,Dealer B,White,2.0L,2025,375,Sports
2024-01-30,BMW 5 Series,56845,Dealer B,Gray,3.5L,2025,200,Sports
2022-05-12,Ford Mustang,24744,Dealer B,Green,2.5L,2021,270,Standard Sedan
2021-12-11,Chevrolet Impala,59971,Dealer B,Red,3.0L,2025,381,Standard Sedan
2020-01-10,Chevrolet Malibu,33022,Dealer B,Silver,2.0L,2021,303,Intermediate Sedan
2022-01-06,Audi A6,20592,Dealer B,White,2.0L,2021,327,Intermediate Sedan
2020-03-23,Honda Civic,56029,Dealer B,Gray,3.5L,2024,243,Standard Sedan
2021-10-31,Ford Mustang,33982,Dealer B,Blue,2.5L,2025,396,Intermediate Sedan
2022-08-15,Ford Focus,58909,Dealer B,Green,3.0L,2021,246,Premium
2020-09-05,Audi A4,37403,Dealer B,Red,2.5L,2025,252,Premium
2021-12-18,Honda Civic,29379,Dealer B,Red,2.5L,2025,342,Intermediate Sedan
2020-03-19,Toyota Camry,30694,Dealer B,Green,3.5L,2024,254,Sports
2021-03-25,Ford Focus,52664,Dealer B,White,2.0L,2022,316,SUV
2022-12-23,Ford Mustang,21784,Dealer B,Green,2.0L,2025,200,SUV
2023-02-19,BMW 5 Series,19909,Dealer B,Green,3.5L,2023,356,Premium
2021-06-06,Honda Accord,30549,Dealer B,Red,3.5L,2020,296,Premium
2022-05-03,Ford Mustang,15567,Dealer B,Red,3.0L,2020,170,Premium
2020-03-18,Ford Focus,52706,Dealer B,Green,3.0L,2020,337,Intermediate Sedan
2025-03-23,Toyota Corolla,24419,Dealer B,Silver,3.0L,2021,209,Sports
2023-11-30,Audi A6,37217,Dealer B,Red,2.0L,2022,317,Intermediate Sedan
2023-04-13,BMW 5 Series,18022,Dealer B,Blue,2.0L,2022,298,Standard Sedan
2020-10-03,Honda Civic,29823,Dealer B,Black,2.0L,2023,381,Intermediate Sedan
2021-07-01,Audi A4,53250,Dealer B,White,3.0L,2023,341,Intermediate Sedan
2023-04-08,Ford Focus,24099,Dealer B,Green,3.0L,2023,358,Sports
2022-05-10,Honda Accord,27456,Dealer B,Silver,3.5L,2024,196,Standard Sedan
2020-04-10,Ford Mustang,48754,Dealer B,Black,3.5L,2020,209,Premium
2024-03-06,BMW 3 Series,19967,Dealer B,Black,2.0L,2021,258,Premium
2024-02-14,Audi A4,26455,Dealer B,Green,3.0L,2022,351,Sports
2024-11-26,Chevrolet Malibu,35286,Dealer B,Gray,3.0L,2022,248,Intermediate Sedan
2020-02-15,Toyota Corolla,44276,Dealer B,Blue,2.5L,2025,172,Standard Sedan
2024-11-01,Ford Mustang,45631,Dealer B,White,3.5L,2020,318,Premium
2021-10-10,Toyota Corolla,25239,Dealer B,Red,2.0L,2020,258,Sports
2024-03-05,Toyota Camry,59744,Dealer B,Gray,3.0L,2022,162,Standard Sedan
2022-10-06,Ford Focus,17254,Dealer B,Blue,3.5L,2022,204,Premium
2022-04-06,BMW 5 Series,46536,Dealer B,Green,3.0L,2020,217,Premium
2022-01-05,Honda Accord,16441,Dealer B,Silver,3.5L,2021,398,Premium
2022-12-27,Toyota Camry,55955,Dealer B,Green,2.5L,2022,320,Sports
2025-03-08,Audi A6,45620,Dealer B,Black,2.0L,2025,193,Standard Sedan
2024-03-31,BMW 5 Series,35261,Dealer B,Blue,2.5L,2022,359,Premium
2021-02-17,Chevrolet Impala,46377,Dealer B,White,2.0L,2021,357,SUV
2021-10-24,Audi A4,17163,Dealer B,Red,2.0L,2024,191,Premium
2023-10-17,Ford Mustang,21066,Dealer B,Gray,2.0L,2021,156,Standard Sedan
2022-10-15,BMW 3 Series,38139,Dealer B,Gray,3.0L,2020,206,Standard Sedan
2023-07-17,BMW 3 Series,30268,Dealer B,Green,2.0L,2022,280,SUV
2020-03-05,Ford Mustang,27306,Dealer B,White,2.5L,2025,298,Standard Sedan
2020-05-18,Audi A4,38117,Dealer B,Red,2.0L,2024,263,Intermediate Sedan
2020-05-06,Audi A4,17333,Dealer B,Green,2.5L,2025,201,SUV
2023-01-05,Chevrolet Impala,57481,Dealer B,Black,2.5L,2023,242,Standard Sedan
2023-09-13,Toyota Camry,58264,Dealer B,Green,3.5L,2023,332,SUV
2024-03-23,Chevrolet Impala,29470,Dealer B,Gray,3.5L,2020,359,Intermediate Sedan
2024-02-02,Audi A6,17119,Dealer B,Red,3.5L,2024,253,Intermediate Sedan
2021-05-10,Ford Mustang,59217,Dealer B,Red,3.5L,2025,368,Intermediate Sedan
2020-09-04,Honda Accord,29346,Dealer B,Gray,3.0L,2022,353,Standard Sedan
2023-10-30,Audi A4,47555,Dealer B,Green,3.5L,2021,271,Premium
2020-10-18,Audi A4,34172,Dealer B,Gray,3.0L,2025,224,SUV
2024-05-10,Audi A4,24059,Dealer B,Blue,3.5L,2021,267,Standard Sedan
2022-10-11,Toyota Corolla,50127,Dealer B,Red,2.5L,2023,179,Standard Sedan
2025-01-09,BMW 3 Series,43808,Dealer B,Green,2.0L,2022,306,Premium
2022-07-11,Honda Accord,57432,Dealer B,Silver,2.5L,2023,325,Standard Sedan
2022-03-28,Toyota Camry,41187,Dealer B,Gray,2.0L,2025,258,SUV
2022-09-08,Honda Accord,34506,Dealer B,Red,3.0L,2022,390,Premium
2024-06-07,Audi A6,49424,Dealer B,Red,3.5L,2024,399,Sports
2024-04-02,BMW 3 Series,52761,Dealer B,Blue,2.5L,2022,183,SUV
2022-04-03,Honda Accord,15140,Dealer B,White,3.5L,2023,284,Sports
2021-09-04,Ford Mustang,53996,Dealer B,Green,3.0L,2024,301,Intermediate Sedan
2023-02-27,Honda Civic,37269,Dealer B,White,2.0L,2023,209,Premium
2024-09-02,BMW 5 Series,26556,Dealer B,Red,3.5L,2022,362,Premium
2021-09-01,Ford Focus,45592,Dealer B,Silver,3.5L,2025,325,Intermediate Sedan
2021-02-27,Ford Focus,32201,Dealer B,Red,2.5L,2020,333,Intermediate Sedan
2022-08-24,Audi A6,49317,Dealer B,Silver,3.0L,2024,226,Sports
2020-02-06,BMW 5 Series,59138,Dealer B,Red,2.5L,2022,312,Premium
2021-04-04,BMW 5 Series,49674,Dealer B,Black,2.0L,2025,232,SUV
2022-05-26,Ford Focus,31269,Dealer B,Black,3.0L,2021,355,Premium
2022-03-09,Audi A4,23912,Dealer B,Green,2.0L,2021,292,Premium
2024-11-30,BMW 3 Series,22468,Dealer B,Red,3.0L,2020,302,SUV
2020-10-21,Toyota Corolla,32214,Dealer B,Black,2.0L,2020,303,Intermediate Sedan
2024-09-15,Toyota Camry,36140,Dealer B,Gray,2.0L,2021,230,SUV
2020-09-04,BMW 3 Series,56428,Dealer B,Silver,3.0L,2020,230,Intermediate Sedan
2023-06-15,Ford Focus,57528,Dealer B,White,3.5L,2023,177,SUV
2020-01-28,Ford Focus,20364,Dealer B,Black,2.5L,2025,153,SUV
2023-01-03,Chevrolet Malibu,40394,Dealer B,Black,3.5L,2020,290,Sports
2022-12-11,Toyota Corolla,50800,Dealer B,Gray,2.5L,2022,206,Sports
2022-05-23,Honda Civic,48660,Dealer B,Blue,2.5L,2021,202,Sports
2023-11-13,Honda Civic,44994,Dealer B,White,3.0L,2025,188,Intermediate Sedan
2024-08-22,Audi A6,49728,Dealer B,White,3.5L,2023,158,SUV
2024-09-14,Ford Mustang,54928,Dealer B,Red,3.5L,2023,301,Premium
2021-09-22,Chevrolet Impala,26588,Dealer B,Black,2.0L,2023,283,SUV
2024-09-25,Toyota Corolla,41293,Dealer B,Green,2.0L,2024,343,Intermediate Sedan
2025-01-14,Honda Accord,15011,Dealer B,Red,3.5L,2023,356,Standard Sedan
2025-01-12,Ford Focus,18266,Dealer B,White,2.5L,2022,352,Sports
2022-06-01,Honda Accord,40027,Dealer B,White,2.0L,2020,397,Sports
2022-03-29,Ford Focus,17891,Dealer B,Red,3.0L,2021,325,Standard Sedan
2023-01-29,Honda Civic,26126,Dealer B,Blue,2.5L,2024,237,Standard Sedan
2021-05-05,Audi A6,29138,Dealer B,White,2.5L,2020,256,Standard Sedan
2022-12-07,Audi A4,48221,Dealer B,White,2.0L,2021,216,Intermediate Sedan
2022-06-18,Toyota Corolla,44934,Dealer B,Silver,3.5L,2020,216,Intermediate Sedan
2020-10-26,Ford Focus,36585,Dealer B,Gray,2.5L,2023,327,Sports
2022-09-20,Toyota Camry,25526,Dealer B,Green,2.5L,2023,254,Sports
2020-09-06,Toyota Corolla,33089,Dealer B,Gray,3.0L,2021,398,Standard Sedan
2022-06-19,BMW 5 Series,41120,Dealer B,Silver,3.0L,2025,344,SUV
2023-02-04,Audi A4,53152,Dealer B,Silver,3.0L,2023,236,Standard Sedan
2020-07-26,BMW 3 Series,18850,Dealer B,White,2.5L,2021,150,Sports
2020-10-14,Chevrolet Impala,18524,Dealer B,Green,3.5L,2025,333,Premium
2024-03-12,BMW 5 Series,57587,Dealer B,Silver,3.0L,2022,165,Intermediate Sedan
2022-11-02,Chevrolet Impala,31361,Dealer B,Gray,3.5L,2020,349,Premium
2020-03-25,Toyota Corolla,39179,Dealer B,Green,2.5L,2025,170,SUV
2021-03-19,BMW 3 Series,21857,Dealer B,Blue,3.5L,2020,153,Sports
2023-01-14,Audi A6,21184,Dealer B,Gray,2.0L,2021,211,Intermediate Sedan
2023-08-18,Honda Accord,19243,Dealer B,Black,2.0L,2020,316,SUV
2020-03-08,Audi A6,29843,Dealer B,White,2.0L,2024,298,Premium
2022-11-19,Honda Accord,49004,Dealer B,Red,2.5L,2023,282,SUV
2020-05-26,Toyota Corolla,40294,Dealer B,Green,3.5L,2025,213,Premium
2020-03-03,Honda Accord,22167,Dealer B,Gray,2.5L,2024,242,Standard Sedan
2024-10-20,Audi A4,55423,Dealer B,Red,2.0L,2021,228,Sports
2020-02-02,Honda Civic,31516,Dealer B,Silver,2.0L,2023,239,Sports
2024-11-09,Toyota Camry,33457,Dealer B,White,2.0L,2022,261,SUV
2023-04-24,BMW 5 Series,46619,Dealer B,Silver,2.0L,2020,305,Standard Sedan
2021-05-16,Audi A4,34682,Dealer B,Green,3.5L,2024,316,Standard Sedan
2024-05-16,Ford Focus,44561,Dealer B,Green,3.0L,2021,323,Intermediate Sedan
2020-12-05,Ford Focus,51165,Dealer B,Red,3.0L,2023,383,SUV
2023-05-04,Audi A4,31495,Dealer B,Gray,3.5L,2021,203,SUV
2020-11-10,Honda Civic,20069,Dealer B,White,2.0L,2023,183,Premium
2020-04-29,Honda Accord,44733,Dealer B,Red,2.0L,2020,315,Premium
2020-12-10,Audi A6,28446,Dealer B,Blue,2.0L,2022,317,Standard Sedan
2024-04-10,Ford Focus,33591,Dealer B,Blue,3.0L,2020,383,Standard Sedan
2022-06-28,Honda Civic,46274,Dealer B,Gray,2.0L,2020,332,Premium
2021-09-19,Audi A4,22683,Dealer B,Blue,3.0L,2025,210,Sports
2020-08-07,Audi A4,36773,Dealer B,White,2.5L,2021,341,Intermediate Sedan
2022-04-24,Toyota Camry,47817,Dealer B,Gray,2.5L,2025,252,Standard Sedan
2023-04-07,Audi A6,44984,Dealer B,White,3.5L,2020,289,Intermediate Sedan
2020-04-21,Toyota Corolla,40854,Dealer B,Red,2.5L,2023,244,Intermediate Sedan
2020-03-25,Ford Focus,39728,Dealer B,Gray,2.5L,2022,348,Premium
2024-11-08,Ford Focus,48280,Dealer B,Black,2.5L,2025,243,SUV
2025-02-22,Honda Civic,59432,Dealer B,Silver,3.5L,2020,255,Standard Sedan
2020-12-20,Ford Mustang,33287,Dealer B,White,3.5L,2025,362,Premium
2020-05-12,Toyota Camry,34385,Dealer B,White,3.5L,2022,364,Standard Sedan
2023-10-04,Chevrolet Impala,15016,Dealer B,White,2.0L,2022,153,Intermediate Sedan
2020-10-27,Honda Civic,26885,Dealer B,Blue,2.5L,2025,312,Intermediate Sedan
2024-05-04,Toyota Camry,43256,Dealer B,Blue,3.0L,2023,190,Sports
2021-10-17,Chevrolet Malibu,57855,Dealer B,White,2.5L,2025,310,Intermediate Sedan
2021-11-28,Audi A6,53009,Dealer B,White,3.5L,2025,259,Standard Sedan
